"award","projname","projectnmbr","dateofaward","lgid","program","county"
"618414","Gilpin County Jail Operations","17-982","14-NOV-17","24005","GAME","Gilpin"
"32000","Gilpin County Victim Services","17-983","14-NOV-17","24005","GAME","Gilpin"
"45657","Gilpin County Sheriff Operations","17-984","14-NOV-17","24005","GAME","Gilpin"
"59911","Gilpin County RE-1 School Based Counseling","17-985","14-NOV-17","24005","GAME","Gilpin"
"111750","Gilpin County Eagles' Nest Childcare/Learning Center","17-992","14-NOV-17","24005","GAME","Gilpin"
"215000","Gilpin County Ambulance Operations","17-993","14-NOV-17","24005","GAME","Gilpin"
"26344","Gunnison County 2015-2018 (L15CSBG19)","15-GUNN","01-MAR-15",NA,"CSBG","Gunnison, Hinsdale"
"362519","Jefferson County 2015-2018 (L15CSBG26)","15-JEFF","01-MAR-15","30047","CSBG","Jefferson"
"362519","Jefferson County 2015-2018 (L15CSBG26)","15-JEFF","01-MAR-15","30047","CSBG","Jefferson"
"353041",NA,"12-JEFF","01-MAR-12","30047","CSBG","Jefferson"
"7500","Idledale W&S Dist. Equipment Replacement Engineering","07015","02-OCT-12","30041","EIAF","Jefferson"
"11900","Morrison Asset Inventory & GASB Compliance","07242","08-APR-13","30065","EIAF","Jefferson"
"64864","Idledale W&S District Forks Treatment Building Imp.","07462","11-JUN-14","30041","EIAF","Jefferson"
"200000","Mountain W&S Wastewater Treatment Improvements","07463","11-JUN-14","64095","EIAF","Jefferson"
"100000","Morrison Rooney Valley Master Plan","07572","16-OCT-14","30065","EIAF","Jefferson"
"13352","Morrison Comprehensive Plan Update","07641","25-SEP-14","30065","EIAF","Jefferson"
"12500","Idledale W&S District Preliminary Engineering","07664","26-NOV-14","30041","EIAF","Jefferson"
"25000","Evergreen Park & Rec. Dist. Trail Drainage Engineering Study","08324","22-SEP-16","30023","EIAF","Jefferson"
"213000","Morrison Water Treatment Facility Clearwell","09098","04-APR-16","30065","EIAF","Jefferson"
"0","Jefferson County Jail Detention Impacts","12-786","15-OCT-12","30047","GAME","Jefferson"
"0","Golden Fire Department Operations","12-798","15-OCT-12","30035","GAME","Jefferson"
"0","Golden Police Department Operations","12-799","15-OCT-12","30035","GAME","Jefferson"
"0","Jefferson County Jail Detention Impacts","13-812","28-OCT-13","30047","GAME","Jefferson"
"0","Golden Fire Department Operations","13-814","28-OCT-13","30035","GAME","Jefferson"
"0","Golden Police Department Operations","13-841","28-OCT-13","30035","GAME","Jefferson"
"0","Golden Police Department Operations","14-873","22-OCT-14","30035","GAME","Jefferson"
"0","Golden Fire Department Operations","14-874","22-OCT-14","30035","GAME","Jefferson"
"0","Jefferson County Jail Detention Impacts","14-875","22-OCT-14","30047","GAME","Jefferson"
"0","Jefferson County Jail Detention Impacts","15-919","08-OCT-15","30047","GAME","Jefferson"
"0","Golden Fire Department Operations","15-920","08-OCT-15","30035","GAME","Jefferson"
"0","Golden Police Department Operations","15-921","08-OCT-15","30035","GAME","Jefferson"
"0","Golden Police Department Operations","16-937","20-OCT-16","30035","GAME","Jefferson"
"0","Golden Fire Department Operations","16-938","20-OCT-16","30035","GAME","Jefferson"
"0","Jefferson County Jail Detention Impacts","16-939","20-OCT-16","30047","GAME","Jefferson"
"88077","Golden Fire Department Operations","17-967","14-NOV-17","30035","GAME","Jefferson"
"38384","Golden Police Department Operations","17-968","14-NOV-17","30035","GAME","Jefferson"
"32797","Jefferson County Jail Operations","17-969","14-NOV-17","30047","GAME","Jefferson"
"585809","Gilpin County 1st Judicial DA Impacts","17-970","14-NOV-17","24005","GAME","Jefferson"
"27500","Arvada Police Department 2016","16-011","30-JUN-16","64009","MJ","Jefferson"
"219200","Jefferson County Programs and Data Collection 2016 on behalf of Jeffco School District","16-015","30-JUN-16","30047","MJ","Jefferson"
"80865","CSBG26-Jefferson County 2018-2021 (L18CSBG26)","18-JEFF","30-SEP-17","30047","CSBG","Jefferson, Park, Teller"
"70000","Region 10 Montrose County West End Economic Planning","00104","12-JUL-16","43005","REDI","Montrose"
"1786098","Region 10 Broadband Initiative Phase II","09118","29-MAR-16",NA,"EIAF","Montrose"
"75000","Region 4 Community Development '15","07884","23-APR-15",NA,"EIAF","PTA"
"57965","NECALG Broadband Initiative FY 2015","07565","04-AUG-14",NA,"EIAF","PTA"
"20000","OEDIT DR Loan","14-510","15-APR-14",NA,"CDBGED","PTA"
"102000","Region 10 Broadband Initiative 2014","07446","24-APR-14",NA,"EIAF","PTA"
"60000","UAAC0G Broadband Initiative 2014","07447","24-APR-14",NA,"EIAF","PTA"
"51375","SLVCOG Regional Broadband Plan","08008","17-JUN-15",NA,"EIAF","PTA"
"325","AGNC NADO Conference Scholarship","08236","21-JUL-16",NA,"EIAF","PTA"
"26424",NA,"12-GUNN","01-MAR-12",NA,"CSBG","PTA"
"375000","Park County Broadband","07753","26-MAR-15","47012","EIAF","Park"
"200000","Park County Broadband Initiative Fairplay to Alma","07825","08-JUN-15","47012","EIAF","Park"
"200000","Alma Maintenance Building","08161","04-AUG-16","47001","EIAF","Park"
"328890","Lake George FPD Fire Truck Replacement Program","08555","05-DEC-17","47010","EIAF","Park"
"46000","Fairplay Best and Brightest Intern 2018-2019","08598","07-DEC-17","47005","EIAF","Park"
"32393","Fairplay River Park Master Plan","08708","04-JUN-18","47005","EIAF","Park"
"10577",NA,"12-PARK","01-MAR-12",NA,"CSBG","Park"
"25000","Fairplay Comprehensive Master Plan - Phase I","07038","06-NOV-12","47005","EIAF","Park"
"22109","Fairplay Land Use Code Update","07356","25-NOV-13","47005","EIAF","Park"
"13927","Fairplay Wastewater Consolidation Feasibility Study","07357","25-NOV-13","47005","EIAF","Park"
"25000","Park County Strategic Master Plan Update","07395","04-FEB-14","47012","EIAF","Park"
"174500","Fairplay Fleet Replacement Program/Internal Service Fund","07676","24-FEB-15","47005","EIAF","Park"
"371857","Park County Broadband Phase III Fairplay/Alma Middle Mile","08209","04-AUG-16","47012","EIAF","Park"
"328890","Park County Consolidated Office Building FF&E","08554","05-DEC-17","47012","EIAF","Park"
"0","Lake George FPD Communication Upgrade","12-764","15-OCT-12","47010","GAME","Park"
"531076",NA,"12-ELPA","01-MAR-12",NA,"CSBG","Pueblo"
"14393","Teller County 2015-2018 (L15CSBG42)","15-TELL","01-MAR-15",NA,"CSBG","Teller"
"5000","Victor Main Street Mini-Grant 2013","07258","06-MAY-13","60012","EIAF","Teller"
"2000","Woodland Park Community Assessment","07437","06-MAR-14","60015","EIAF","Teller"
"7000","Victor Main Street Mini Grant - 2014","07538","08-MAY-14","60012","EIAF","Teller"
"1500","Victor National Main Street Conference Scholarship 2015","07774","03-FEB-15","60012","EIAF","Teller"
"3000","Woodland Park National Main Street Conf. Scholarship 2015","07780","11-JAN-15","60015","EIAF","Teller"
"298","Victor Managing Like A Futurist Workshop Scholarship","07869","13-APR-15","60012","EIAF","Teller"
"1730","Woodland Park CPI Saving Places Conference 2016","08105","03-DEC-15","60015","EIAF","Teller"
"200","Woodland Park Downtown Colorado Inc Conference 2015","09019","10-SEP-15","60015","EIAF","Teller"
"14437",NA,"12-TELL","01-MAR-12",NA,"CSBG","Teller"
"92850","Victor Public infrastructure","00046","28-OCT-14","60012","REDI","Teller"
"25000","Victor Financial Study","07003","16-AUG-12","60012","EIAF","Teller"
"750000","Teller County Road 1 Reconstruction Phase 5","07111","17-APR-13","60010","EIAF","Teller"
"130000","Victor Water Tank Improvements & Leak Detection","07193","06-JUN-13","60012","EIAF","Teller"
"0","Woodland Park Pikes Peak Regional Hospital Water Line Loop","07286","15-OCT-13","60015","EIAF","Teller"
"493524","Green Mountain Falls Town Hall","07312","04-DEC-13","64070","EIAF","Teller"
"25000","Victor Phase 3 Downtown Drainage & Street Imp. Engineering","07348","23-OCT-13","60012","EIAF","Teller"
"65770","Victor Water System Hydraulic Modeling & Master Plan","07368","18-FEB-14","60012","EIAF","Teller"
"40000","Victor Best & Brightest Intern 2015-2016","07657","17-NOV-14","60012","EIAF","Teller"
"1437500","Highland Lakes WD Water System Improvements","07722","26-MAR-15","60004","EIAF","Teller"
"874733","Woodland Park Fleet Maintenance Facility","07723","26-MAR-15","60015","EIAF","Teller"
"185000","Victor Emergency Communications Tower","07867","16-APR-15","60012","EIAF","Teller"
"778","Victor Priority Based Budgeting Workshop Scholarship","08023","20-JUL-15","60012","EIAF","Teller"
"1550000","Florissant W&S District WW Treatment Plant Replacement","08077","08-DEC-15","60003","EIAF","Teller"
"25000","Victor Downtown Street & Drainage Final Design","08142","09-MAR-16","60012","EIAF","Teller"
"175000","Cripple Creek Water System Treatment Improvements","09028","24-AUG-15","60001","EIAF","Teller"
"475412","Victor 3rd Street Plaza Revitalization","09100","04-APR-16","60012","EIAF","Teller"
"835616","Cripple Creek Road Reconstruction & Sidewalk Installation","09101","04-APR-16","60001","EIAF","Teller"
"526588","Victor 4th Street Drainage","12-517","25-JUN-12","60012","CDBGPF","Teller"
"0","Teller Co. Patrol Operations","12-765","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. Jail Operations Costs","12-766","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. Peak Vista Community Health Clinic","12-767","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. Community Caring Public Services","12-768","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. Prospect Home Care Hospice","12-769","15-OCT-12","60010","GAME","Teller"
"0","Victor Law Enforcement","12-770","15-OCT-12","60012","GAME","Teller"
"0","SW Hospital Dist. EMS Personnel Costs & Equipment Upgrade","12-771","15-OCT-12","60009","GAME","Teller"
"0","Divide FPD Emergency Rescue Equipment","12-772","15-OCT-12","60019","GAME","Teller"
"0","Ute Pass Regional Ambulance Equipment","12-773","15-OCT-12","65329","GAME","Teller"
"0","Teller Co. CASA Advocate Services","12-774","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. Victim Services Program (TESSA)","12-776","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. 4th Judicial DA Impacts","12-779","15-OCT-12","60010","GAME","Teller"
"0","Teller Co. 4th Judicial DA Impacts","13-821","28-OCT-13","60010","GAME","Teller"
"0","Teller Co. Jail Operations Costs","13-822","28-OCT-13","60010","GAME","Teller"
"0","Teller Co. Patrol Operations","13-823","28-OCT-13","60010","GAME","Teller"
"0","Teller Co. Community Caring Public Services","13-824","28-OCT-13","60010","GAME","Teller"
"0","Teller Co. CASA Advocate Services","13-825","28-OCT-13","60010","GAME","Teller"
"0","Teller Co. Peak Vista Community Health Centers","13-826","28-OCT-13","60010","GAME","Teller"
"0","Teller Co. Prospect Home Care Hospice","13-827","28-OCT-13","60010","GAME","Teller"
"0","SW Hospital Dist. EMS Personnel/Operating Costs","13-828","28-OCT-13","60009","GAME","Teller"
"0","Divide FPD Emergency Rescue & Medical Equipment","13-829","28-OCT-13","60019","GAME","Teller"
"0","Ute Pass Ambulance Dist. Ambulance Replacement","13-830","28-OCT-13","65329","GAME","Teller"
"0","Victor Law Enforcement","13-831","28-OCT-13","60012","GAME","Teller"
"0","Teller Co. Victim Services Program (TESSA)","13-842","28-OCT-13","60010","GAME","Teller"
"600000","Victor Downtown Street & Drainage Improvements Phase III","14-503","14-AUG-14","60012","CDBGPF","Teller"
"0","Teller County 4th Judicial DA Gaming Impacts","14-852","22-OCT-14","60010","GAME","Teller"
"0","Teller County Victim Services Program (TESSA)","14-854","22-OCT-14","60010","GAME","Teller"
"0","Teller County Sheriff's Office Operations","14-857","22-OCT-14","60010","GAME","Teller"
"0","Teller County Community Partnership Family Resource Center","14-858","22-OCT-14","60010","GAME","Teller"
"0","Teller County Community Caring Public Services","14-859","22-OCT-14","60010","GAME","Teller"
"0","Teller County Prospect Home Care Hospice","14-860","22-OCT-14","60010","GAME","Teller"
"0","Victor Law Enforcement","14-861","22-OCT-14","60012","GAME","Teller"
"0","SW Hospital District EMS Personnel and Operating Costs","14-862","22-OCT-14","60009","GAME","Teller"
"0","Divide FPD Equipment Upgrades","14-863","22-OCT-14","60019","GAME","Teller"
"0","Ute Pass Ambulance Operating Expenses","14-864","22-OCT-14","65329","GAME","Teller"
"0","Florissant FPD Thermal Imaging Cameras","14-865","27-OCT-14","60017","GAME","Teller"
"0","Teller County Jail Operations Costs","14-882","22-OCT-14","60010","GAME","Teller"
"0","Teller County CASA Advocate Services","14-883","22-OCT-14","60010","GAME","Teller"
"0","Teller County Patrol Operations","15-885","08-OCT-15","60010","GAME","Teller"
"0","Teller County Jail Operations","15-886","08-OCT-15","60010","GAME","Teller"
"0","Teller County Prospect Home Care Hospice","15-887","08-OCT-15","60010","GAME","Teller"
"0","Teller County Community Caring Public Services","15-888","08-OCT-15","60010","GAME","Teller"
"0","Teller County Partnership Family Resource Center","15-889","08-OCT-15","60010","GAME","Teller"
"0","Teller County 4th Judicial DA Impacts","15-890","08-OCT-15","60010","GAME","Teller"
"0","Teller County Victim Services Program (TESSA)","15-891","08-OCT-15","60010","GAME","Teller"
"0","Teller County CASA Advocates Services","15-892","08-OCT-15","60010","GAME","Teller"
"0","SW Teller Hospital District EMS Personnel & Operations","15-893","08-OCT-15","60009","GAME","Teller"
"0","Divide FPD Emergency Rescue Equipment & Training","15-894","08-OCT-15","60019","GAME","Teller"
"0","Ute Pass Ambulance District Operations","15-895","08-OCT-15","65329","GAME","Teller"
"0","Victor Law Enforcement","15-896","08-OCT-15","60012","GAME","Teller"
"16000","Victor Water System Design","08438","13-FEB-17","60012","EIAF","Teller"
"448523","Victor Water System Improvements","08529","05-DEC-17","60012","EIAF","Teller"
"27144","Divide FPD Exhaust Ventilation","08602","28-FEB-18","60019","EIAF","Teller"
"0","SW Teller Hospital District EMS Personnel & Operations","16-929","20-OCT-16","60009","GAME","Teller"
"0","Teller County Prospect Home Care & Hospice","16-930","20-OCT-16","60010","GAME","Teller"
"0","Teller County TESSA Victim Services","16-931","20-OCT-16","60010","GAME","Teller"
"0","Teller County CASA Advocate Services","16-932","20-OCT-16","60010","GAME","Teller"
"0","Teller County Community Caring Public Services","16-933","20-OCT-16","60010","GAME","Teller"
"0","Teller County Community Partnership Resource Center","16-934","20-OCT-16","60010","GAME","Teller"
"0","Teller County Sheriff Patrol Operations","16-935","20-OCT-16","60010","GAME","Teller"
"0","Teller County Jail Operations","16-936","20-OCT-16","60010","GAME","Teller"
"0","Ute Pass Regional Health Service Dist. Operations","16-940","20-OCT-16","65329","GAME","Teller"
"0","Victor Law Enforcement","16-941","20-DEC-16","60012","GAME","Teller"
"0","Victor Law Enforcement","16-941","20-DEC-16",NA,"GAME","Teller"
"0","Divide FPD Extrication Equipment","16-943","20-OCT-16","60019","GAME","Teller"
"0","Teller County 4th Judicial DA Impacts","16-956","20-OCT-16","60010","GAME","Teller"
"416300","Southwest Teller HSD EMS Operations","17-971","14-NOV-17","60009","GAME","Teller"
"75000","Teller County Prospect Home Care & Hospice","17-972","14-NOV-17","60010","GAME","Teller"
"5000","Teller County TESSA Victim Services","17-973","14-NOV-17","60010","GAME","Teller"
"33522","Teller County CASA Advocate Services","17-974","14-NOV-17","60010","GAME","Teller"
"212000","Teller County Community of Caring Public Services","17-975","14-NOV-17","60010","GAME","Teller"
"24563","Teller County Community Partnership Family Resouce Center","17-976","14-NOV-17","60010","GAME","Teller"
"272251","Teller County Sheriff Patrol Operations","17-977","14-NOV-17","60010","GAME","Teller"
"655454","Teller County Jail Operations","17-978","14-NOV-17","60010","GAME","Teller"
"318428","Teller County  4th Judicial DA Impacts","17-979","14-NOV-17","60010","GAME","Teller"
"285332","Victor Law Enforcement","17-980","14-NOV-17","60012","GAME","Teller"
"244539","Ute Pass Regional HSD Operations","17-991","14-NOV-17","65329","GAME","Teller"
"3000","Victor Main Street Scholarship FY 16-17","08265","07-SEP-16","60012","EIAF","Teller"
"7000","Victor Main Street Mini Grant -2016","07898","01-JUN-15","60012","EIAF","Teller"
"7000","Victor Main Street Mini Grant - 2016","07989","21-MAY-15","60012","EIAF","Teller"
"5000","Woodland Park Main Street Mini Grant - FY 2016","07996","08-JUN-15","60015","EIAF","Teller"
"3500","Victor Main Street 2016 Conference Scholarship","08129","28-JAN-16",NA,"EIAF","Teller"
"1760","Woodland Park Main Street 2016 Conference Scholarship","08130","28-JAN-16","60015","EIAF","Teller"
"5000","Victor Main Street Mini-Grant FY 16-17","08227","23-MAY-16","60012","EIAF","Teller"
"2500","Woodland Park Main Street Mini-Grant FY 16-17","08229","23-MAY-16","60015","EIAF","Teller"
"3000","Woodland Park Main Street Scholarship FY 16-17","08269","07-SEP-16","60015","EIAF","Teller"
"5000","Victor Main Street Mini Grant FY 17-18","08453","21-JUL-17","60012","EIAF","Teller"
"2500","Woodland Park Main Street Mini Grant FY 17-18","08455","21-JUL-17","60015","EIAF","Teller"
"3000","Victor Main Street Scholarship FY 17-18","08494","28-JUL-17","60012","EIAF","Teller"
"3000","Woodland Park Main Street Scholarship 17-18","08498","28-JUL-17","60015","EIAF","Teller"
"56250","Teller County Broadband Plan","07826","16-APR-15","60010","EIAF","Teller"
"435019","Woodland Park Infrastructure","14-593","01-JUN-14","60015","CDBGED","Teller"
"413630","Adams County 2015-2018 (L15CSBG01)","15-ADAM","01-MAR-15",NA,"CSBG","Adams"
"413630","Adams County 2015-2018 (L15CSBG01)","15-ADAM","01-MAR-15",NA,"CSBG","Adams"
"92255","CSBG01-Adams County 2018-2021 (L18CSBG01)","18-ADAM","30-SEP-17",NA,"CSBG","Adams"
"1160046.04",NA,"13-DENV","01-MAR-13",NA,"CSBG","Adams"
